Name,Type,Address,City,Phone,Services,Manager,X,Y,Week days,Friday,Rating,Lat,Long
מיכה בן שושן מוסך מיכאלי,מוסך מורשה,גולומב 24,תל אביב -יפו,052-2599408,תיקון מרכבי רכב,אדמוביץ אליהו,179675.28,662014.68,07:00 - 16:30,07:00 - 12:30,4.5,32.050735,34.78329
י. קארו שרותי פחחות וצבע בע מ,מוסך מורשה,גינזבורג 8,ראשון לציון,03-5582121,תיקון מרכבי רכב,נרקיס גדעון,178282.33,655345.55,07:00 - 17:00,07:00 - 12:30,4.4,31.990544,34.768826
אחים שאלתיאל מוסך נאמן בע מ,מוסך מורשה,שבזי 12,יהוד,03-5365651,מכונאות רכב בנזין,שאלתיאל ראובן,195884.24,667443.65,07:00 - 16:30,07:00 - 13:00,4.5,32.100147,34.954783
מוטי גנדי פרונט אקס,מוסך מורשה,יוסף ספיר 5,ראשון לציון,03-9622559,תיקון וכוון מתלים ברכב,גנדי מוטי,176671.77,655746.06,07:00 - 16:30,07:00 - 12:30,4.1,31.994096,34.751766
גלוסקא שרותי .רכב בע מ,מוסך מורשה,המרכבה 6,חולון,03-5702535,מכונאות רכב בנזין,ציון עזרא,181703.99,658408.5,07:00 - 16:00,07:00 - 13:00,4.9,32.018285,34.804912
שם טוב יגאל - מוסך יגאל,מוסך מורשה,הרכב 2,נתניה,09-8823217,מכונאות רכב בנזין,שם טוב יגאל,188263.24,691341.63,07:00 - 16:00,07:00 - 13:00,4.1,32.315466,34.873266
רייחנוב מיכאל סיאו סנטר,מוסך מורשה,החרושת 26,אור יהודה,03-6346855,מכונאות רכב בנזין,רייחנוב מיכאל,187294.54,658729.29,07:00 - 16:30,07:00 - 13:00,4.9,32.02135,34.864074
מוסך ימית רושה בע מ,מוסך מורשה,הנציב 2,תל אביב -יפו,03-5616178,מכונאות רכב בנזין,רוזנבלט יהונתן,180300.02,663867.01,07:00 - 16:30,07:00 - 12:30,4.8,32.067461,34.789829
ניקולא קצורובסקי - מוסך פנס נקי,מוסך מורשה,אריה רגב 15,נתניה,052-5688399,תיקון מרכבי רכב,קצורובסקי ניקול,187344.14,687626.72,07:00 - 16:30,סגור,3.8,32.281941,34.863631
ארז בן ששון מוסך ארז 4 על 4,מוסך מורשה,היוגב 12,חולון,052-2876170,מכונאות רכב בנזין,בן ששון ארז דוד,181726.1,657884.54,07:00 - 16:00,סגור,3.6,32.013561,34.805166
יו אר וי מוטורס בע מ,מוסך מורשה,יקואל מנחם 3,בת ים,03-5517046,מכונאות רכב בנזין,דריזון נחמן,176253.25,657479.11,07:00 - 17:00,07:00 - 13:00,3.3,32.009709,34.74726
אופנועי הגשר בע מ,מוסך מורשה,תושיה 8,תל אביב -יפו,03-5379222,מכונאות אופנועים וקטנועים,נחום שרון,180183.89,663774.39,07:00 - 17:00,07:00 - 13:00,3.7,32.066622,34.788603
מוסך מועלם צדוק בע מ,מוסך מורשה,אלטלף 25,יהוד,03-6326805,מכונאות רכב בנזין,מועלם סמי,190608.48,659783.55,07:00 - 16:30,07:00 - 12:30,3.2,32.030947,34.899121
תמימי איימן מוסך האורגים,מוסך מורשה,הסתת 20,חולון,03-5506476,מכונאות רכב בנזין,בדר חסן,181208.46,657753.43,07:00 - 17:00,07:00 - 12:00,3.7,32.012361,34.799693
אדרי מרק - אוטו מרקו,מוסך מורשה,האורג 10,נתניה,09-7682050,מכונאות רכב בנזין,ושלר חיים,188394.23,691686.4,07:00 - 16:00,07:00 - 12:00,4.7,32.318579,34.874645
נחום לבר מכון לאגזוזים השלושה,מוסך מורשה,המלאכה 23,חולון,03-5505513,תיקון צנורות פליטה ודודי עמם,לבר נחום,181439.08,658257.46,07:00 - 17:00,07:00 - 13:00,4.5,32.016914,34.802114
אבי איתור מיגון ושמע בע מ,מוסך מורשה,הרכב 5,נתניה,09-8323326,חשמלאות רכב,ארז אברהם,188381.74,691356.71,07:00 - 16:30,סגור,3.1,32.315606,34.874523
דהן עמרם צמיגי עמי,מוסך מורשה,אורט ישראל 52,בת ים,03-6447704,תיקון והחלפת צמיגים,עמרם דהן,176070.59,657264.04,07:00 - 16:00,07:00 - 12:30,4.3,32.007762,34.745337
יצחק אילן - המוסך של אילן,מוסך מורשה,השיש 19,נתניה,09-88774216,מכונאות רכב בנזין,יצחק אילן,188583.59,691603.35,07:00 - 16:00,07:00 - 12:30,4.8,32.317835,34.876659
אהרון את אסד צמיגי אנטון,מוסך מורשה,האורגים 18,חולון,03-5595005,תיקון והחלפת צמיגים,חנאניא אסד,181446.19,657405.61,07:00 - 16:00,סגור,3.6,32.009232,34.802222
טוטלוס דוד שי זר בע מ,מוסך מורשה,ההגנה 3,תל אביב -יפו,03-6882179,מכונאות אופנועים וקטנועים,זר דוד,179637.68,662456.25,07:00 - 16:00,סגור,3.4,32.054716,34.782874
עזר אנטון מוסך מוטו טוני,מוסך מורשה,הסדנא 16,תל אביב -יפו,03-6320843,מכונאות אופנועים וקטנועים,עאזאר אנטואן,178533.04,662300.14,07:00 - 16:30,07:00 - 12:30,4.0,32.053269,34.771183
גד ורפאל שות',מוסך מורשה,הקדר 43,נתניה,09-8800803,טרקטורים ומכונות ניידות,פישביין דנר,188968.26,692141.36,07:00 - 17:00,סגור,3.7,32.322697,34.880726
אשר עוזי רדיו התחנה,מוסך מורשה,זבוטינסקי 22,רמת גן,03-6737250,שירות תיקון למזגן אויר לרכב,אשואל גולן,181894.93,665630.74,07:00 - 16:00,07:00 - 13:00,4.4,32.08342,34.806651
משה קדוש צמיגי הפלד,מוסך מורשה,הפלד 15,חולון,03-5033353,תיקון והחלפת צמיגים,קדוש משה,181192.15,658727.96,07:00 - 16:30,סגור,3.2,32.021148,34.799481
מוסך קשת - ריעני שמעון,מוסך מורשה,שכטרמן 15,נתניה,09-8866692,מכונאות רכב בנזין,פלנר אורי,188496.44,691897.46,07:00 - 16:30,07:00 - 12:00,3.6,32.320485,34.875724
צמיג ותקר - נורווינד רן,מוסך מורשה,בית אלפא 4,תל אביב -יפו,03-5612848,תיקון והחלפת צמיגים,נורווינד רן,180121.11,663668.93,07:00 - 16:00,07:00 - 12:30,3.7,32.065668,34.787943
מרכז שרות גילון י.מ. בע מ,מוסך מורשה,הכשרת הישוב 17,ראשון לציון,03-7353030,אוטוטק רכב קל,כחלון שחר,177839.85,655440.78,07:00 - 17:00,07:00 - 12:00,3.4,31.991387,34.76414
דניאל פרסטין מוסך הסדנא,מוסך מורשה,המנור 8,תל אביב -יפו,03-5662415,תיקון והחלפת צמיגים,פוליטי מייק,178586.15,662198.3,07:00 - 17:00,07:00 - 13:00,3.9,32.052352,34.77175
השחר מוטורס 2000 בע מ,מוסך מורשה,המלאכה 59,חולון,03-5504501,מכונאות רכב בנזין,ישראל שלומי אב,181101.54,657854.12,07:00 - 17:00,07:00 - 13:00,4.8,32.013265,34.798557
אודיוה ארט - דוד אלכסנדרוב,מוסך מורשה,שכטרמן 26,נתניה,054-9119223,מכונאות רכב בנזין,דבי אהרן,189069.59,691792.63,07:00 - 17:00,07:00 - 13:00,3.4,32.319556,34.881814
מוטו טאצ - דקר מזרחי,מוסך מורשה,תושיה 18,תל אביב -יפו,050-7226637,מכונאות אופנועים וקטנועים,דקר מזרחי,180294.25,663758.19,07:00 - 16:30,סגור,3.3,32.066479,34.789773
גיל מלווין - מוסך לאופנועים,מוסך מורשה,הרצל 123 תל אביב,תל אביב -יפו,03-5082266,מכונאות אופנועים וקטנועים,מלווין גיל,178462.0,662161.43,07:00 - 16:30,07:00 - 12:30,4.7,32.052015,34.770437
בליץ אלקטריק מוטורס בע מ,מוסך מורשה,ישראל בק 7,תל אביב -יפו,072-2555722,מכונאות אופנועים וקטנועים,פרץ ויל עם-ח,180157.61,664023.03,07:00 - 16:30,07:00 - 13:00,3.1,32.068863,34.788315
זאב דיין שרותי בלמים בת ים בע מ,מוסך מורשה,אהוד קינמון 24,בת ים,03-5528887,מכונאות רכב בנזין,אבידר ניסים,176395.09,657365.33,07:00 - 16:00,07:00 - 12:30,4.9,32.008688,34.748766
קומאנד קאר פחחות וצבע בע מ,מוסך מורשה,שרירא גאון 6 תל אביב,תל אביב -יפו,050-4630046,תיקון מרכבי רכב,קנדי אמיר,177847.77,661703.77,07:00 - 17:00,סגור,4.8,32.047866,34.763953
ספיד בייק-אדיר ושוקי כהן,מוסך מורשה,יצחק שדה 25,תל אביב -יפו,077-5040923,מכונאות אופנועים וקטנועים,כהן ישראל,180090.73,663631.1,07:00 - 17:00,07:00 - 12:00,4.7,32.065326,34.787623
א.רכב רחובות בע מ,מוסך מורשה,נחושתן 15,רחובות,08-9475080,אוטוטק רכב קל,לוריא אריאל,179661.45,643987.02,07:00 - 16:30,07:00 - 12:30,3.7,31.888163,34.783885
איתי מוטורס בע מ,מוסך מורשה,הסדנא 6,חולון,03-6393666,מכונאות רכב בנזין,שמואלוב משיח,181301.83,658688.83,07:00 - 17:00,07:00 - 12:30,4.7,32.020799,34.800644
אריאל נדיב מוסך נדיב בייק,מוסך מורשה,העמל 4,פתח תקווה,03-9195525,מכונאות אופנועים וקטנועים,נדיב אריאל,186424.66,666909.39,07:00 - 16:00,סגור,3.9,32.095092,34.854586
ארצי מוטורס בע מ,מוסך מורשה,הקדר 38,נתניה,050-3079551,אוטוטק רכב קל,גברה עזרא,189014.98,692091.22,07:00 - 16:00,07:00 - 12:30,4.6,32.322247,34.881224
אלי ברכה בע מ,מוסך מורשה,הסתת 3,חולון,050-6333383,תיקון אחזקת רכב חשמלי/היברידי,ברכה אלי,181415.19,657926.95,07:00 - 16:00,07:00 - 12:30,4.2,32.013933,34.801874
מוסך סלוה וודים בע מ,מוסך מורשה,השיש 23,נתניה,09-8875335,מכונאות רכב בנזין,מיזברג ולדיסלב,188643.94,691604.29,07:00 - 16:00,07:00 - 13:00,4.9,32.317846,34.8773
מוחמד אבו סף מוסך מחרוזת,מוסך מורשה,מחרוזת 35,תל אביב -יפו,050-4251000,מכונאות רכב בנזין,אלי מועלם,177139.16,660130.73,07:00 - 16:00,07:00 - 12:30,3.6,32.033654,34.75652
רוסלן שלומוב מוסך איש הפח,מוסך מורשה,גלוסקא 13,ראשון לציון,054-8025825,תיקון מרכבי רכב,שלומוב רוסלן,176840.99,655715.99,07:00 - 17:00,07:00 - 12:00,3.5,31.993832,34.753558
ברוך יצחק - פרונט איציק,מוסך מורשה,הסולל 2,חולון,050-5551691,תיקון וכוון מתלים ברכב,ברוך יצחק,181796.27,658012.5,07:00 - 17:00,07:00 - 13:00,3.3,32.014717,34.805904
א.א. אקספרס פחחות רכב בע מ,מוסך מורשה,גלוסקא 4,ראשון לציון,052-6661182,תיקון אחזקת רכב חשמלי/היברידי,קאסם סאמר,176793.53,655603.62,07:00 - 16:00,07:00 - 12:30,3.2,31.992816,34.753061
מוסך ישראל זסלבסקיישראל סאשה,מוסך מורשה,הבנאי 6,חולון,050-8146366,תיקון מרכבי רכב,ישראל זסלבסקי,181739.46,658192.76,07:00 - 16:00,07:00 - 13:00,3.3,32.01634,34.805295
שרות לצמיגים קחלון ובניו בע מ,מוסך מורשה,המשביר 7,חולון,050-5311022,תיקון והחלפת צמיגים,קחלון רונן,181529.11,657944.05,07:00 - 16:00,07:00 - 13:00,3.0,32.014091,34.803079
ג.מ.פורטל סחר ויבוא בע מ,מוסך מורשה,המלאכה 9,חולון,03-6132446,תיקון והחלפת צמיגים,יגודייב שלום,181593.94,658503.64,07:00 - 17:00,סגור,3.3,32.019139,34.803743
נעם בני מוסך באג,מוסך מורשה,אלטלף  25,יהוד,050-4801900,מכונאות רכב בנזין,בני נעם,190608.48,659783.55,07:00 - 17:00,07:00 - 13:00,5.0,32.030947,34.899121
מוסך יזדי פחחות וצבע 2001 בע מ,מוסך מורשה,טוליפמן 4,ראשון לציון,03-9116556,מכונאות רכב בנזין,פאר ניסן,182346.34,654520.32,07:00 - 16:30,07:00 - 12:00,5.0,31.983243,34.81186
טיג איינגנירינג אנד מוטורספורט,מוסך מורשה,החורטים 6,חולון,03-6566608,מכונאות רכב בנזין,הלוי גבי,180721.63,659534.84,07:00 - 16:30,07:00 - 12:30,4.2,32.028409,34.794469
דרך הכביש פחחות וצבע לרכב בע מ,מוסך מורשה,הנפח 12,חולון,03-57033333,תיקון מרכבי רכב,עזרתי מרדכי,181048.39,658467.24,07:00 - 16:30,07:00 - 12:30,3.5,32.018792,34.79797
יוניון רכב תעשייתי בע מ,מוסך מורשה,בת שבע 1,לוד,08-96007773,אישור כשירות לצמ ה ומכונה ניידת,שטנד יוסף,189709.71,651153.67,07:00 - 17:00,07:00 - 12:00,3.6,31.953099,34.889872
יו. אס. אי. אי בע מ,מוסך מורשה,פינשטיין 3,פתח תקווה,03-5225484,תיקון והחלפת צמיגים,ברגיג רחמים,189262.94,667501.61,07:00 - 16:00,07:00 - 13:00,4.3,32.100512,34.884635
סער גנים שרותי רכב,מוסך מורשה,האורגים 7,חולון,073-7373336,תיקון מרכבי רכב,שמנטו שמעון,181120.95,657719.41,07:00 - 16:30,07:00 - 12:30,4.7,32.012051,34.798768
משה פרץ צמיגי פרץ ובניו,מוסך מורשה,גיסין 65,פתח תקווה,03-9227389,תיקון והחלפת צמיגים,פרץ משה,187426.15,667187.38,07:00 - 17:00,07:00 - 12:30,4.8,32.097628,34.865186
תמיר את ניצן מוסך טיימינג,מוסך מורשה,הנגר 4,חולון,03-5776842,מכונאות רכב בנזין,יעקב תמיר,180968.07,658783.29,07:00 - 16:30,07:00 - 12:00,3.3,32.02164,34.797107
סטייל ש.ח פחחות וצבע בע מ,מוסך מורשה,פלוטיצקי 26,ראשון לציון,03-7557171,אוטוטק רכב קל,קרקר חליל,182223.51,654074.38,07:00 - 17:00,07:00 - 12:30,4.3,31.979217,34.810578
מוסך עמרם שרותי רכב,מוסך מורשה,עמל 2,פתח תקווה,052-2491152,מכונאות רכב בנזין,מור עמי,186468.09,666864.58,07:00 - 17:00,סגור,3.6,32.094689,34.855048
צמיגי אור - לדני אור,מוסך מורשה,משה שרת 20,ראשון לציון,052-3470807,תיקון והחלפת צמיגים,לדני אור,176841.36,655724.7,07:00 - 16:30,סגור,4.5,31.99391,34.753562
סארב דעאס מוסך שני,מוסך מורשה,בן צבי 34,ראשון לציון,03-5367534,מכונאות רכב בנזין,ששון כהן ישראל,180523.28,655115.75,07:00 - 16:30,07:00 - 12:30,4.1,31.988551,34.792547
מ.נ בדיקת רכב בע מ,מוסך מורשה,פנקס 18,נתניה,050-9344555,בדיקות-רכב )קניה ומכירה),מסרי נדיר,188340.96,691812.43,07:00 - 17:00,07:00 - 13:00,3.6,32.319714,34.874075
נתן דזובולצקי - נתן את תובל,מוסך מורשה,החושלים 9,הרצלייה,09-9542272,חשמלאות רכב,עציון רונן,181857.82,673995.04,07:00 - 17:00,07:00 - 12:00,3.5,32.158846,34.80593
טיייר סנטר רשת צמיגים בע מ,מוסך מורשה,יצחק בן צבי 43,ראשון לציון,03-9601853,תיקון והחלפת צמיגים,עוזר עוז,180614.21,654818.95,07:00 - 16:00,07:00 - 12:30,3.8,31.985878,34.793521
מוסכי רפאלו - יהודה בוטביקה,מוסך מורשה,אורט 9,נתניה,050-3759855,תיקון מרכבי רכב,עבדאלקדר עימאד,188399.5,691532.93,07:00 - 16:30,סגור,3.3,32.317195,34.874706
אקסטרים מוטורס - אדיר בלולו,מוסך מורשה,ההגנה 30,ראשון לציון,054-9424788,תיקון טרקטורונים,גינת אריה,177758.08,655189.66,07:00 - 16:30,07:00 - 12:30,4.4,31.989119,34.763285
מוסך ספיר - רביבו רפאל,מוסך מורשה,היצול 1,אשקלון,08-6755576,מכונאות רכב בנזין,רביב כתריאל,161876.74,619462.89,07:00 - 17:00,07:00 - 12:00,5.0,31.666245,34.597358
אמייזינגלי שירותי רכב בע מ,מוסך מורשה,הכישור 21,אשקלון,08-6751020,תיקון מרכבי רכב,סיסוייב פבל,162023.59,619354.41,07:00 - 16:00,סגור,4.0,31.665274,34.598913
ארן אמויאל בע מ,מוסך מורשה,בית הדפוס 29,ירושלים,02-6556677,מכונאות רכב בנזין,אמויאל ארן,217450.48,632469.96,07:00 - 16:00,07:00 - 12:30,5.0,31.784992,35.183332
מוסך  מכלוף יהודה שירותי רכב,מוסך מורשה,היצול 13,אשקלון,08-6759161,מכונאות רכב בנזין,מנדלסון בועז,161719.06,619397.69,07:00 - 17:00,07:00 - 13:00,4.9,31.665649,34.5957
מוסך מועלם - מועלם יוסף,מוסך מורשה,הנפח  21,אשקלון,08-6712787,מכונאות רכב בנזין,מועלם יוסף,157599.41,616223.63,07:00 - 16:00,07:00 - 12:30,3.1,31.636811,34.552462
מוסך העמק מרכזי בע מ,מוסך מורשה,הגנן 11,באר שבע,08-6273317,מכונאות רכב בנזין,קרפנקו פבל,181968.85,569640.42,07:00 - 16:00,07:00 - 12:30,4.0,31.217744,34.811097
פחחות רכב דרום מירו )מאיר( בע מ,מוסך מורשה,סדנא 8,באר שבע,08-6900960,תיקון מרכבי רכב,כהן מאיר,183067.62,573494.26,07:00 - 16:30,07:00 - 13:00,3.9,31.252536,34.822488
מוסך האושר,מוסך מורשה,המכונאי 8,באר שבע,052-3333867,תיקון מרכבי רכב,לוי משה אושר,181896.08,570102.3,07:00 - 17:00,07:00 - 12:00,3.7,31.221907,34.810316
מוסך נ. גבי פחחות וצבע 1996 בע מ,מוסך מורשה,סדנא 6,באר שבע,08-6900885,תיקון מרכבי רכב,נגר גבי,183084.79,573513.88,07:00 - 17:00,סגור,4.6,31.252714,34.822668
אלקטרו גיר - בנימין אורן,מוסך מורשה,המנוף 21,באר שבע,08-6286006,תיקון תיבות הילוכים אוטומטיות,בנימין אורן,181758.01,570834.44,07:00 - 16:00,07:00 - 12:30,3.4,31.228506,34.80884
מוסך שקד - סרגיי את יבגני,מוסך מורשה,הפלדה 20,באר שבע,052-3222735,מכונאות רכב בנזין,טויזר חביב,182015.98,570466.67,07:00 - 16:30,07:00 - 12:30,3.7,31.225197,34.811561
מוסך מגן הנגב בע מ,מוסך מורשה,המכונאי  10,באר שבע,08-9135850,תיקון מרכבי רכב,שמואלוב יובל,181866.49,570124.04,07:00 - 16:30,07:00 - 13:00,4.9,31.222102,34.810005
א.ר מוסכים - אלטשולר אלכסיי,מוסך מורשה,הכישור 5,אשקלון,08-6716911,מכונאות רכב בנזין,אלטשולר אלכסיי,161881.85,619095.02,07:00 - 17:00,סגור,4.5,31.662928,34.597434
חשמל ומיזוג ג'קי בע מ,מוסך מורשה,הפועלים 12,באר שבע,052-8838447,מכונאות רכב בנזין,גרוסהויס שמחה,181959.17,570553.94,07:00 - 16:30,07:00 - 12:00,4.8,31.225983,34.810962
מוסך הדייקן - אבו אלקיען עלי,מוסך מורשה,המנוף 11,באר שבע,08-6285208,תיקון מרכבי רכב,אבו אלקיען עלי,181907.57,570798.68,07:00 - 16:00,07:00 - 12:00,4.7,31.228188,34.810411
אקסטרים מוטוספורט 1 בע מ,מוסך מורשה,טרומפלדור 24,באר שבע,08-6284332,מכונאות אופנועים וקטנועים,ללוש ירון,180007.86,571838.49,07:00 - 17:00,07:00 - 12:30,4.9,31.237504,34.790432
משה אברהמי שרותי חשמל לרכב בע מ,מוסך מורשה,הפועלים 16,באר שבע,08-6239874,חשמלאות רכב,אברהמי משה,181874.5,570571.14,07:00 - 17:00,סגור,4.3,31.226135,34.810072
מרכז הצמגים - תמיר כהן,מוסך מורשה,הנגרים  4,באר שבע,050-7526987,תיקון והחלפת צמיגים,כהן תמיר,181230.24,572327.97,07:00 - 17:00,07:00 - 13:00,4.7,31.241959,34.803244
מוסך מרכבת המשנה בע מ,מוסך מורשה,הרתך 9,באר שבע,08-6283123,מכונאות רכב בנזין,וקנין מיכאל,182310.35,570429.8,07:00 - 17:00,07:00 - 13:00,4.5,31.224874,34.814652
יומי חשמלאות רכב - עזרה אברהם,מוסך מורשה,דב ברייר 3,אשקלון,08-6736969,חשמלאות רכב,עזרה אברהם,159181.78,619941.71,07:00 - 17:00,07:00 - 12:00,4.1,31.670425,34.568913
י.ק. מוטוקלאס בע מ,מוסך מורשה,הפנינים 21,אשקלון,08-8669937,מכונאות אופנועים וקטנועים,בר לביא אילן,162144.45,619232.12,07:00 - 16:00,07:00 - 12:00,4.5,31.664177,34.600195
אוטוטרוניק  יניקייב מקסים,מוסך מורשה,הנפח 18,אשקלון,08-9109330,מכונאות רכב בנזין,חן מרדכי,157628.48,616169.74,07:00 - 16:30,07:00 - 13:00,4.2,31.636326,34.552772
מוסך רמות - פבליוקובסקי אלכסנדר,מוסך מורשה,שיפון 18,באר שבע,08-6209363,מכונאות רכב בנזין,פבליקובסקי אלכס,182415.56,570208.76,07:00 - 16:30,07:00 - 13:00,4.7,31.222884,34.815764
מוסך ההנדסאי -אבו סאלח חאתם,מוסך מורשה,הפלדה  15,באר שבע,050-6336661,אוטוטק רכב קל,אבו סאלח חאתם,182047.79,570310.62,07:00 - 16:30,07:00 - 12:00,4.3,31.223791,34.811901
ס.א.שירותי רכב בע מ,מוסך מורשה,הבדיל 10,באר שבע,08-6512979,מכונאות רכב בנזין,אלסייד סאלם,181822.89,570700.88,07:00 - 16:30,סגור,4.8,31.227303,34.809526
מוסך  מכלוף ישראל שירותי רכב,מוסך מורשה,הכישור 14,אשקלון,072-25071,מכונאות רכב בנזין,מכלוף יהודה,161970.36,619166.33,07:00 - 16:30,07:00 - 12:00,4.6,31.663575,34.598363
מדע מוסכי משאיות בע מ,מוסך מורשה,האורג 18,אשקלון,08-9431413,מכונאות רכב בנזין,שרים עבד אל כ,157913.95,616169.88,07:00 - 16:30,07:00 - 12:30,3.9,31.636343,34.555781
טופ גיר - חדד עופר,מוסך מורשה,שיפון 20,באר שבע,08-6270770,תיקון תיבות הילוכים אוטומטיות,חדד עופר,182400.03,570197.31,07:00 - 16:00,07:00 - 12:30,4.2,31.22278,34.815602
מוסך יוסף את יוסף,מוסך מורשה,שורק 36,באר שבע,052-3323420,תיקון מרכבי רכב,אבו עווד יוסף,182348.44,570229.06,07:00 - 16:00,07:00 - 12:00,3.2,31.223065,34.815059
איציק בן אלי - צמיגי דוידו,מוסך מורשה,התנופה 29,ירושלים,050-8744436,תיקון והחלפת צמיגים,בן אלי יצחק,220213.37,628666.03,07:00 - 16:30,07:00 - 12:30,4.4,31.750688,35.2125
מרכז שרות ברוש 2020 בע מ,מוסך מורשה,שורק 21,באר שבע,08-6272020,אוטוטק רכב קל,פלדמן אריאל,182282.32,570294.43,07:00 - 16:00,07:00 - 12:00,3.7,31.223652,34.814363
פחח השלום בע מ,מוסך מורשה,הבדיל 9,באר שבע,08-6272596,תיקון מרכבי רכב,סויסה מיכאל,181866.93,570704.53,07:00 - 16:00,07:00 - 12:30,3.3,31.227338,34.809988
אלירן מלול - אלירן מוטורס,מוסך מורשה,בית הדפוס 18,ירושלים,054-8087151,מכונאות אופנועים וקטנועים,דבריקו רחמים,217762.0,632618.0,07:00 - 17:00,07:00 - 12:00,3.5,31.786328,35.186621
תאמר עודה - צמיגי אדם,מוסך מורשה,יקותיאל אדם 2,ירושלים,050-2214830,תיקון והחלפת צמיגים,שרחה נאיף,222772.53,636345.28,07:00 - 16:30,07:00 - 12:30,3.7,31.819938,35.239536
מאיר מרכזי שירות שות' מוגבלת י-ם,מוסך מורשה,יד חרוצים 19,ירושלים,074-7440000,מכונאות רכב בנזין,יוסף מוסטפה,220590.0,628709.0,07:00 - 16:00,07:00 - 12:30,3.6,31.751075,35.216475
מ.ש מוסך איכות בע מ,מוסך מורשה,חרשי הברזל 4,ירושלים,02-6782791,מכונאות רכב בנזין,אבו סביח סאמר,219994.69,628448.38,07:00 - 17:00,סגור,3.8,31.748725,35.210192
מוסך קו העמק - אדמוב קסום,מוסך מורשה,שחף 23,באר שבע,054-6304324,מכונאות רכב בנזין,אדמוב קסום,182413.34,570015.8,07:00 - 16:30,סגור,3.1,31.221144,34.815748
שלום כהן שירותי רכב בע מ,מוסך מורשה,בית הדפוס 30,ירושלים,052-6410100,תיקון מרכבי רכב,שמואל כהן שלום,217418.0,632576.0,07:00 - 16:00,07:00 - 13:00,4.5,31.785948,35.182989
גליסקו דולב - דולב מוטורס,מוסך מורשה,פייר קניג 37,ירושלים,050-7262808,מכונאות אופנועים וקטנועים,בנית אורן,220416.0,628834.0,07:00 - 16:00,07:00 - 12:30,3.8,31.752203,35.214639
א.א מוסך הסרגל,מוסך מורשה,הדגן 1,באר שבע,08-9203371,מכונאות רכב בנזין,רחמני יוסף,181479.72,570875.21,07:00 - 16:00,סגור,4.3,31.228865,34.805917
ד.שוקרון כיווני פרונט 2014 בע מ,מוסך מורשה,האיטלקים 3,חיפה,04-8535871,תיקון וכוון מתלים ברכב,דוד שוקרון,199685.66,747246.74,07:00 - 16:00,07:00 - 13:00,3.2,32.819836,34.993384
עאמר מחמוד מוסך צק פוסט,מוסך מורשה,המוסכים 27,חיפה,04-8490939,מכונאות רכב בנזין,עאמר מחמוד,204068.28,744255.82,07:00 - 17:00,07:00 - 12:00,4.8,32.792938,35.040234
ברהם אחמד - פנצריה,מוסך מורשה,שד ההסתדרות 178,חיפה,04-8726878,תיקון והחלפת צמיגים,ברהם אחמד,206091.02,745797.02,07:00 - 16:30,סגור,4.2,32.806861,35.061806
סיבירצב אלכסנדר מוסך אוריון,מוסך מורשה,האיצטדיון 21,חיפה,04-8490218,מכונאות רכב בנזין,סיבירצב אלכס,205700.76,747576.34,07:00 - 17:00,07:00 - 12:00,3.1,32.8229,35.057612
מוסך עמיאל ב.ר. בע מ,מוסך מורשה,ההסתדרות 211,חיפה,04-8421499,מכונאות רכב בנזין,וייצמן דוד,206018.26,745867.13,07:00 - 17:00,07:00 - 13:00,3.2,32.807492,35.061028
ב.ח.שיווק ושרות רכבים בע מ,מוסך מורשה,בעלי המלאכה 24,חיפה,04-8405888,מכונאות רכב בנזין,צוק ליאור,203912.1,743572.89,07:00 - 17:00,07:00 - 12:00,3.9,32.786777,35.038578
הוליווד ר. מ. וצמיגי פרויד בע מ,מוסך מורשה,קדושי יאסי 1,חיפה,04-8550505,תיקון והחלפת צמיגים,רבי שי,196938.13,744019.68,07:00 - 16:00,07:00 - 13:00,3.7,32.790685,34.964122
רכב מיטל בע מ לפחחות וצבע לרכב,מוסך מורשה,יוסף לוי 8,חיפה,04-8724453,תיקון מרכבי רכב,אנקורי יוסף,206812.67,746525.95,07:00 - 17:00,סגור,4.3,32.813442,35.069501
לגזיאל מרדכי-מ.לגזיאל שירותי רכב,מוסך מורשה,חורי 7,חיפה,077-5175600,מכונאות רכב בנזין,לגזיאל מרדכי,200002.8,746813.1,07:00 - 17:00,07:00 - 12:30,3.7,32.815932,34.996779
בלומנפלד מאיר מחוונים וטכוגרפים,מוסך מורשה,העמלים 3,חיפה,04-8419717,תחזוקה ובדיקת מערכת כיבוי אש באוטו',בלומנפלד מתן,206025.8,746623.06,07:00 - 16:30,סגור,4.0,32.814309,35.061097
מוסך שרון א.ח שירותי רכב,מוסך מורשה,ההסתדרות 232,חיפה,04-8408823,מכונאות רכב בנזין,רבאח ח'אלד,206770.6,746038.33,07:00 - 16:30,07:00 - 12:00,3.8,32.809045,35.069058
י.ל.מגה מוסך בע מ,מוסך מורשה,קיטור 3,חיפה,04-6779489,תיקון מרכבי רכב,אשקר יוסף,205959.65,746574.11,07:00 - 17:00,07:00 - 12:00,4.2,32.813866,35.060392
פחחות וצבע הכוכב נחלה בע מ,מוסך מורשה,מקלף 30,חיפה,04-8414699,תיקון מרכבי רכב,נחלי עפיף,203291.91,743584.54,07:00 - 16:30,סגור,4.8,32.786874,35.031958
